0	ang init sa bahay kung pasukan lang ngayon edi sana naka aircon ako maghapon
0	"wala man lang po bang ""mahal din kita"" uy lady court hae soo peram lang sya saglit lang hahahhaa"
0	ang mean ni shekainah
0	kailangan ko pa bang maging si bella para mapansin mo ko ?
0	bulan kolot teh hese dah
0	kkkkkkkkkkkkkkkkkkkklklkkllllkkkkkkkkkkkkkkkk luketh &gt;&gt;&gt;&gt;&gt;&gt;&gt;
0	haaaaays. oo nga eh. alam mo yun? yung di ka man lang nila naalala uwi kana nga dito cloie tayo nalang magsilpi.
0	ngano wala nsd siya?
0	ang lungkot pati episode ngayon malungkot
0	hahahaha pra kasi yun sa tagay
0	yung mga larong kalsada kisses thegirlnextdoor
0	ahhh miss ko na tuloy asap
0	tapos gusto ko na umalis kaso di ko magawa kasi yung parents na katabi ko nirereto ako sa anak nila
0	"makaguol kaayo mulantaw news	 kanang makakita ka sa sitwasyon sa marawi"
0	"ma end na ba talaga ito in days whoever the writer is na bugbog ata si benjie	 hindi accident"
0	tinatamad na ko magbasa ng ibang story pagkatapos ko basahin yung hih ang ganda kasi sobra hehe.
0	hirap pala talaga kapag single mom love kasi sya lahat as in gumagawa ng gawaing bahay trabaho laba and oth
0	kase ganto nagtatampo talaga ako kay d alam kong mali ginawa ko kaso ewan ang sakit pa rin eh. dont get me wrong maha
0	"naiiyak ako sobrang swerte ko ngayon may wifi yung mga tren na nasakyan ko sana kayo rin	 blessedt!"
0	hoy sobra kana ha. tama na. sobrang galing mo
0	sabagay
0	momoring pose nya sok s
0	mga bhe nawala tayo sa trendinalia.. wonderful world elnella
0	pagmamahal
0	"di rin naman ako brineastfeed	 pero malaki naman boobs ko."
0	"para sayo	 please alamin mo ang mga pinagtatanggol mo. di mo alam mga ginagawa nila. masakit but i love you still."
0	ang dami kong tawa dito grabe ang utak ko besh
0	"ang epicenter ay malapit sa san marcelino	 zambales. naaalala ko ang pinatubo eerience ko."
0	si yixing na lang ang kulang
0	inip ka na ba?
0	bat may pakanta portion ha nanadya ka ba juk
0	"too focused sa kantot	 nawalan na gana mag vid. first eh. as an alpha b	 di ako sanay ng dinodomina ng '1"" lean to"
0	"yung mga super close ko noon 	 dine-dedma na nila ako ngayon"
0	so ayun nga huhu nahihilo pa rin ako
0	ang hirap mag-ipon pero ang bilis maubos ng pera.
0	. mamimiss ko kita
0	hahahahahahahahah yeah
0	awww buti na lang kaya nilang sandalan ang isa't isa pag may problema sa lovelife!
0	ouch
0	parang okay yung ni . gusto ko din panoorin yung . habol mga kapamilya ilabas na yun
0	nope. wala ako sa manila e rylesters thmonths
0	"hindi porket mauuna break time niyo	 uubusan niyo na kami ng sisig wag ganun ha plz ty"
0	mahal na mahal kita
0	"good afternoon! sorry	 silip	 silip muna miho slaysasapstage"
0	tae
0	"medyo natakot ako dito ha	 baka magkamali ang driver c alden ba yon? anyway	 no dull mo"
0	"mga panahong di ko pa masyadong ginagamit twitter account ko	 sayang"
0	noob
0	kingina mo po hahahha pinoprovoke mo ko kisses mskaogmaturnover
0	"umuwi na sila mama	 i'm sad na naman mag-isa ulit. okur"
0	salamat po reklamo ka dun sa barangay ahhah charoottt
0	namimiss mo din kaya ako?
0	namami ganga ganga lives india lives ganga dies india dies so friends ..let's make it clean...???? https//t.
0	ang cute ko kat
0	atleast hindi ka masasaktan
0	advance bes!! meet na tayo pls
0	ako bago matulog hugas plato pa miho atboracaytoiletresto
0	ako nanaman? ako na walang malay. hay. hahahaha. buang kayo!
0	ako yan peps no? hate talaga ako niyan eh. plastik talaga niyan ni hens. hahaha. c
0	aladin hahahahah
0	ang cute magselfie
0	ang cute ni seungwoo at kang daniel
0	 ang gwapo kainis. pero eto talaga fave na fave ko
0	ang inet
0	"ang landi landi	 nakakalunglot"
0	"ang panget naman. black.  eh nagagandahan ako e sge alisin ko na lang.  hindi	 wag	 ang ganda kaya. bagay. oo."
0	ang sakit &lt;/3
0	anong pagkain sa jollibee masarap kurutin edi pinch mango pie yo iba con todo
0	antary ni boss online sa twitter.
0	araw nalang pala tas bukas iseset apart nako so araw nalang pala ako pwede gumamit ng phone ko byeeee
0	army bomb nalang kasi na sira ng cypher akin char hahahahahahha
0	asa sa ls huhuhhu
0	asawa na...... jokey
0	ases. marunong po akong mag appreciate ng effort kaya havey po
0	ate ako yung kinikilig sa wishes mo bakit ganon
0	atm. hindi po kami okay dito!! let's be true and not fool the media about what's happening atm to our place. may mga nasusunog sa town and we're not hearing any fire truck sirens or what. and now lights are out and were hearing gunshots again. may god be with us through this hardships
0	aw sayang naman
0	"aw wang so	 iniwan ka na ni general"
0	awww so no jadine also this sat? asking so i can schedule my plans na (oo sa kanila talaga nakaba
0	ayaw po sabihin madam kung saan
0	ay grabe sila. di ba nila alam na busy ka rin sa mclisse? may life ka outside work no. chos. haha mclisse kiligona
0	ay hehehehehe sorry na
0	ay nag reklamo subra na gani kung kuwang reklamo nya kung subra sd reklamo hays
0	ayoko sa teacher.
0	ay pana chris
0	ay really? diko lang alam sa iwant tv mclisse soononmyx
0	ayy... sorry ate! happy anniv po sainyong stay strong po! sorry po talaga ate!
0	babyy binabadtrip ako ni dae woong
0	baka pwede naman pong ano? hehe hindi sa demanding pero miss ko na may ganap kissni
0	bakit kasi magkalayo? kay kween padin nakatingin kholit anlayo nila sa isat isa ee kisses mskaogmaturnover https/
0	balik agad sa states si mommy ni yuan
0	bat ayaw mo magkwento?
0	bat ganun pagdating saken?
0	bat sa amin hindi man umuulan
0	beastmode na ga! shet gusto ko mapanood kung paano sila magscore ng sunod sunod
0	bkit di ngtrend tag. my spam ba or may mali s format ntin? miho slaysasapstage
0	bry week nalang bakasyon
0	buti pa si bes kasama mo samantalang ako
0	can't watch pero sasali ako sa tp hangga't kayaaaa elnella onasap supersunday
0	chemsoc in the haus again kasi may exams pa kami bukas
0	dhea. gusto ko marinig boses mo huhu
0	di ko kinaya yung one year ago na pala yung bacc mass namin
0	'di ko na alam. talagang sa dulo talaga ng sem nagkaleche lahat.
0	"di ko napanood hnhntay kita na pumili ng act	 pero wala na yung upuan mo sue proud kami sayo"
0	di ko sure bakit ayaw mag next?
0	"e ung nliligaw ako ..jusko. quezon ave lng dpt ngstop knna sm north. pro munoz nko bumaba	lumagpas ata ko"
0	gago pre seryoso tangina inaantok na ako pero kailangan ko mag-cram at hindi matulog para sa finals
0	gfriend ls is so pwetty
0	ginalingan ko naman pero bakit iniwan pa din ako?
0	"golda ""bbygirl"" ""mi nena"""
0	gusto mo sumabay ka pa ng kain e. tara
0	hahahaha
0	hahahaha...donut...balimbing ka din talaga...parang ako....lahat kilig..
0	hahahaha! wawa nman c badongski
0	hahhahaha nakachat ko siya sa ig tapos tinanong ko sa kanya kung nasa kanya pa ba yung regalo ko sa kanya
0	halaaaa umiiyak si grim reaper
0	"hala akala ko basurahan bagahe mo pala yan	 soo!!"
0	hala ano yun wala akong alam diyan
0	hala bastos.
0	hala sorry naman! di ako gumamit kanina. hehehe mayward bookintheworks
0	hang ng cp ko!
0	"hello wala po muna sanang magjojoke or huhugot tungkol sa lindol	 let's take this seriously naman pray lang guys"
0	"hi bes	 sana pansinin mo rin ako"
0	hindi ba pwedeng akin ka na lang?
0	hindi ka kasi naggood morning message or goodnight message feel nya tuloy di sya special
0	hindi ko man lang napanood paano bumalik yunh kapangyarihan ni emre
0	hindi masaya tong episode na to
0	huhuhu tpos na ang rest day mayward fortfcjapan
0	huhu.. '( naiinggit po aq.. i miss my bed po.. mclisse kiligonasaplss
0	iba talaga pag nag eect ka
0	i changed u naman ah hahahahahah charot nudaw
0	i dont know huhuhu pero wala na sya sa channel ni ariana
0	i feel you dara ganyan pakiramdam namen nung umalis ka ng pinas years ago ....
0	i feel you taehyung
0	ill miss u tpo bb geol
0	im binge watching love o2o again huhu i miss yangyang
0	"i mean we all like dick but like have some humanity	 tao pa rin yang niloloko mo. ganun ka ba ka-uhaw? disgusting"
0	i miss my babe huhuhuhuhu
0	imisssyoumost my gurbae
0	imy bae
0	isa pang visual ng tomhoed™ !!! penge naman po ng kagandahan pls hope we become close friends! i love you
0	ito yong pinakaayaw ko sa huwebes e
0	iyak na si accoe
0	"just watched sleepless	 it's so good! tas it got steady by bp valenzuela pa as ost. astiiiggg. sayang di ko napanood ang b"
0	"kadalasan nakakatakot magmahal kasi masakit umasa; pero hindi ba mas masakit yung alam mo na ngang wala kang pagasa	 pero siya pa mismo ang nagpaparamdam na sa kanya ika’y mahalaga"
0	kaso gabi na para sa akin ang sunlight na yan sanamayulit mulimarvoree
0	kaya pala tagal nag trend dahil daming mali
0	kaya pala umiiyak si anya
0	kay dali on nd spot! kaya pa ipanalo kaso kulang pa sa pagvote fight! favorite opm song /
0	"keep safe guys	 ang lakas nung lindol -r"
0	kunti lng tayo kissmarc forasapcanada
0	kuthwa into emnandi iyaphindwa kwedini - utatakho during umthendeleko
0	ligo lang meeee  kailangan pumasok sa school e happyturksday withinigo
0	madami lng ganto huhu
0	mag ama kaya sila
0	"magiging hara na si alena ng lireo	 so ibig bang sabihin ba nito di magkakatuluyan si alena at ybarro?"
0	"ma	 gusto nako muuli ug pagadian. please. tawagi sad ko dri. di naman ko okay."
0	mahirap buwagin ang isang elnella kasi total package na sila e at nagsisimula na silang umangat at lt so sana pleas
0	malas ko ngayong araw huhu waeeeeeee??
0	malisimo joelitooo
0	"mama amanda	 sabihin nyu na po kasi ang totoo pra po di na nasasaktan si benjie"
0	mamatay ka
0	m ang hirap pala ng ld l diba dapat ldr? m wala pa kasing relationship sad
0	masakit
0	masakit yun sinabi mo
0	"masaklap kasing maubusan ng slot	 napre-reg naman. nagdemand naman kami	 pero bakit konti lang ang supply? hi	 majo"
0	"may bumanat pa ""kausap lang kita niyanig mo agad ang mundo ko "" like duh luma na yan"
0	may cancer si jollibee gageu
0	may iba na si erin after years? huhu
0	member ako ng gang. gangtingin kay crush
0	"me; okay baby do whatever you want there muna	 im here lang. me mins later; huy gagu ka bat moko inignore? ayaw mo ba ako"
0	missing the smile of my kuya imissyou kuya
0	mukhang ayaw talaga akong paalisin huhuhu oneyrfourmnths withsuenie
0	mygahdddd akala ko may kung anong pumapanik sa kama namen eh lumilindol pala
0	naaalala ko si amihan
0	naaawa ako kay azi
0	*nabunggo si crush crush sorry! me kiss me! crush huh? me excuse me!
0	nag hahang cp ko
0	nagpapanic na ako
0	nagseselos ako sa mga taong nagiging malapit sayo. lalo na at wala ako. hindi naman sa selfish ako o possessive. takot lang akong maging masaya ka sa iba at makalimutan mo kung paano kita napasaya.
0	naiss
0	"nakakamiss yung ""dota girls"" days namin noon hahahahaha"
0	nakaka op sa gc ng abm
0	nakakatakot pala
0	nakapasar ko sa stat!!!! yohoo worth it tanan. thankyou lord!!
0	naku naku. private yun e. sorry kisses palmolivetvcsoon
0	naku twins iba na lng please! wag na yung mga karibal ng titos at daddy nyo.
0	namiss din kita ate nung anniv pa ata tayo huling nag kita.
0	namiss kita madaam mayward
0	nangitim na ako
0	napansin ko lang ang halaga nya kung kailan tapos na ang lahat mayward isangpamilyatayo
0	ngaman sad ko kag nasakitan?
0	ngyon ko lng nakita to.
0	no skrenggirls waaaaaahhhh why wrong timing lahat tayo busy mayward
0	okay help me. i need at likes guys huhu. para pangmerch nalang yung ipon ko hehez. kasama nalan
0	"ok sa akin kahapon	 ngaun lang talaga.. mayward fortfcjapan"
0	ok so bakit wala ako diyan
0	oomf
0	otp eto ung photocard sorry talaga guys
0	pabibo lang ganern
0	pag bago na arrangement namin di rin nasusunod ahahzhxhhshahha nagpapalipad pa sila ng insects
0	paramdam kayo please. miss na namin kayo
0	"parang	 kasi bawal parin kissniel ha5thshipping"
0	pero bumalik naman ako e • unstoppable love for nlex
0	pero may nalaman ako
0	pinakamalungkot na date nila
0	pinapagalit mo ako
0	pldt booooo almost a week na walang internet dito samen. puro nalang bukas bukas bukas yung pagpapapunta ng technician. advance pa man din lagi magbayad tapos ganyan yung service nio. ang laking abala sa mga users.
0	princess mo to nina jokabehshehshshs kilig aq
0	pwe hahahaha jk
0	same otw na sa '5 (5'4 pa lang ngayon) pero y/o palang haha
0	sana d mamatay c jepoy!
0	sana may performance din ang kissward please
0	saqt ng heart ko
0	sa tricycle nalang talaga ako special
0	saudades old magcon
0	sayang kaayu akong load wala koy katext
0	sige na
0	si mira kapusobrigade
0	sino sya?
0	siyempre di mawawala ang mga members ng laguna chapter na halos di magkaintindigan dahil ang ingay ko happysevenths
0	sobrang hirap ng sitwasyon
0	sobrang sama ng pakiramdam ko jusq
0	stay safe manila
0	tae mo
0	tagal ng spiel nila
0	taken na si danyel pano ba yan??????
0	tanginang kidlat
0	"tas last yr.alam nyo po nakaregister aq nun kya lng d aq pinayagan	magsasayang lng dw aq ng pera papunta du"
0	tayo na sana kaso hindi ka marunong makuntento sa isa.
0	teka nga kanina pako umiiyak tama na anyway huhu sorry kung di ako nakakasali gusto ko naman talaga kaso ily
0	tenth spot nalang tayo weirdfourmonths withfojo
0	terry wagwan rip
1	"[73] • prohibited • last ud today	 di ko na ata kaya magpanggap na masaya haha. thanks guys"
1	"agar girlfriend ko nahi	 ko angel bol rahe ho	 toh ho tum (forward)"
1	ala pa po akong chibi and di pa ko nananlo sa mga gas huhuhu lord sana eto na
1	ana bardoo
1	andito na din si maine...
1	ang guwapo at ang ganda naman ng mag-brad! enjoy your show in tarlac!!!
1	ang guwapo ni mokya nakita din sya sa personal grabe kinikilig ako nung tinanong namin saan si elisse sa puso niya shet
1	ang lagay b batian porsyon nlng tyo bk namn me creamy mc freeze dyan o p gib away ng vans at adidas edwa
1	ang tatag ha clapclap kisses kweenspiration
1	ang tunay na broken hearted sa twitter nagdadrama
1	at ang lahat ay magsisimula.. sa isang araw lang.
1	at dahil wala akong magawa. ayan ang pamasko ko sa inyo yes! ako po ito
1	automatic ang buka ng bibig... hmmm... sanay ba? dtby salamataldenmaine
1	ayan na ang kasalllllll. andrewofgayaboys
1	ayokong mastress.
1	bait mo nmn ok lng ba sau bka bz ka bhe..
1	basta kasama si yong kahit ano na please kisses forkdramaremake
1	"basta mahal mo siya you deserve that smile	 walang discrimination"
1	 bat kasi 20 lang pwede 
1	bawal ang sad dapat happy
1	"big check! kaya magsipag lang tayo hindi lang para sa mclisse kundi para narin sa ekonomiya haha mclisse soononmyx may nakita aq.. wahahaha.. kelan pa nging si maymay-entrata0506 ang jacket mo	 edward? haha. love it"
1	"busy si maymay	 may kausap sa phone at si edward nakikinig lang nakakakilig! nag-aantay lng sya at hindi nya ini"
1	cute kahit naka-wacky pose na yan! kisses forkdramaremake
1	daming unggoy nasasabitan aa. pag madaming ships ibig sabihin maganda mahirap ba intindihin yun? pag lng ship mo
1	day5 team /11 skwad !!! nueva ecija papunta na kami!! see you co bandmates!
1	dko napanood ung sa taiwanese version. korean and japanese lang. haha. itazura na kiss kisses fork
1	dots and the winter the wind blows pinaka gusto ko kasi andun si hye kyo kisses kweenspiration
1	edi sana kita ang paligid kung naka- sila
1	eto talaga 'yon eh kahit pilit at least ngumiti
1	eto yon eh wahhhh
1	excited na izme goodluck kambal!! mahal namin kayo! guecotwins forthewin
1	first time ko papasalamatan kayo salamat kissmarcs kisses kweenspiration
1	"from iamechodl see you sa mga pupunta tomorrow sa sm megamall happy birthday maru may 	 at 06pm"
1	fucking itam favorite bottom after a year ng una ko syang na bottom sumikip na sya again enjoy watc
1	gago pero handang magbago para sayo
1	gahi pagsulod. humok pag-gawas. unsa ni? (answer in the comments ) admin kim
1	gaya boys
1	"get ready to tweet tons pans. nawala na tl nila	 meaning nag-iipon na sila to spam your tag. fight and defend happ"
1	good eve po sir mayward isangpamilyatayo
1	goodluck km cdo! enjoy kayo
1	gusto ko lasagna sa greenwich
1	"gusto ko madami kasi nga na-miss kita! pag pasado ka na	 balik ka na ah?"
1	gusto niyang maka loveteam si ylona pero nirerespeto niya si bailey at bailona. nice one jk!
1	gusto nyang galingan natin sa exams natin
1	guys tag nyo account ng tfc sa mga pics ng team abroad naten marvoreefor londonbarriofiesta
1	gv lang! pusongligaw withdawnchang
1	gwapo naman this guy
1	habol ako sa tp kisses forkdramaremake
1	haggard tita here hahah masaya din akong nakita ko sila
1	hahaha cnabi mo pa bes tanggal stress kya pagfafangirling ko mas lalo ako ngboblooming charr haha
1	hahahaha. kisses kweenspiration
1	hahahaha mag warla sya mag-isa basta wag nyang pakikialaman ang imagination ng ibang flyers.
1	"hahahahha putang ina bobo	 anjing bodoh	 cyka blyat	 and noobsht"
1	"hahaha	 mabubuang na ako icy. hahaha"
1	hahaha manuod muna ko ate pusongligaw withdawnchang
1	haha iya oppa..pak ustad pacid.
1	haha okay
1	hahhaha walang masama bes tulog kna
1	halaa. excited na ako sa nalalapit na anniversary ng mclisse. sorry excited lang po
1	hello byee hahahaha
1	hello. hanani (nanienasha)
1	helloo... (tamarakyanaa)
1	"helow po team yongsters 	may tamang oras po upang maiblik .pero hndi po kmi titigil sa pgsuporta	salamt po !!!"
1	hey koya roi can you pls make more video salamat po pilino power!
1	hey lizquens please follow lahat ng tanong niya may kinalaman sa lq so kung bored ka pwede mong sagutan mga t
1	hiiiiii!!! excited na ko for
1	hi . miss ka na daw nila pero joke lang pala
1	hindi ako nakapagpicture kaya ko nalang!! thanks for today bam and missed you both!! see you on !
1	hindi hahaha
1	hindi ko kelangang magbago para ako na yung piliin mo. sa kanya ka na! dahil kung gusto mo ko... matatanggap mo na
1	hindi pa siya natatalo sa isang playoff series kapag ang koponan niya ay nagdala ng 2-0 bentahe.
1	"hindi siguro i'll know lahat ng rules/proper grammar sa tagalog	 pero di ko sure if i'll learn lahat ng slang... htt"
1	hi. (raihanahhnn)
1	huyyy di pa ako ready!! magkalaban si mika at ara
1	"iba talaga si 	 unang artista na talaga namang sinusubaybayan ko. kisses forkdramaremake"
1	idol krissha &lt;3
1	i don't really watch a lot of pinoy dramas pero ito even yung orig or the remake iba talaga parang toy balloon lang
1	i love my queen forever and ever.. mahal ko din lahay ng nagmamahal sa kanya kisses kweenspiration
1	im still alive akala ko si xian lim ahahaha
1	it means to say last talaga yung dalawa... kapit lang team live!
1	iyak na si ako iloveyoumoreee
1	jahahahhahahahaahha oo nga eh noh. pambihirang lips to. marami nabiktima hahahahaha ikawnga ikawnaregine
1	jgh frm sm ( actually kanina pa haha may tg magazine at slambook na ako yehey!!
1	joke lang yun! hahahaha! palang yata nagiging gf ko
1	jusko hahahahahahahahahahaha
1	"just done watching on naiinis ako kay isabel	 haha pero mahal na mahal ko si"
1	kabhi kabhi mood off hota h or reason bhi nahi pta hota..
1	kahit na maraming bumabatikos sa kanya tungkol sa pagtatanggol sa extra judicial killing (ejk) at sa programa ng presidente tungkol sa droga ay nagawa niyang maganda ang kanyang trabaho.
1	kasi magkaibigan tayong dalawa? friendzoned
1	"kasi syempre sayang din.. andun na eh	 pero okay lang yan kasi may next time pa naman atleast nahasa sya ng sobra"
1	kaya nga eh anong nangyari
1	kinikilig sya oh.. go checkoh!! support ako sa dievy
1	konti nalang k subscribers ka na subscribe na guys!! we can do this!! birthday gift na nati
1	kulit!! ang saya nila.
1	"kung ang kissniel ay team ""cute"" anong team nman kaya ang donkiss? kissward? at kissmarc? kisses beauti"
1	"kung ayaw may dahilan	 kung gusto may paraan. ganon lang yon"
1	kung dati niremake ang 'my girl' for kim chiu baka po pde din ung 'princess hours' for kisses? kisses
1	landi landi hahaha
1	lumindol. way lang yun ni god para ipaalam na gising siya at di natutulog. stay positive lang!
1	mababait nmn ang pans kaya proud ako sa pandom namin . pero wag nyo asahan maki tp kme sa km hnd ma
1	mabuhay ang bagong kasal..
1	madami mas masaya hahahha
1	"magandang buhay	 sa isipan ko'y ikaw! sa umaga't sa gabi't sa... hahaha!"
1	magpaliwanag ka na lang
1	. mahiyain at tahimik holy week k17 super bait na pinsan
1	malapit na ang birthday ng ating pinakamamahal na gong yoo at kim go eun! stay tuned we might announce something!
1	maligayang bati sa iyong kaarawan
1	maligayang pagdating
1	"mamimiss ko po ang gold earrings	 at eye liner niyo. saka ung hilig nyong magsuot ng kulay orange n"
1	mamimiss ko yung eyeliner mong mala-eun
1	"mamimiss nyo ba ako pag namatay ako? kung oo	 like kung oo	 quote tweet kung oo."
1	maraming salamat mga dabarkads sa inyong tulong! patuloy po tayong magbayanihan!
1	mariton pacheco in the house! abangan ang sa tv patrol ang famous skrengge girls mayward isangpamilyatayo
1	mas nakakatakot maging mangmang
1	maugat na burat sa buwan ng octobre
1	maulang tanghale sa lahat kapusobrigade
1	may bumisita kanina..
1	"may retoke issue? hahaha.. saan po ang retoke? iba na talaga si bebe girl namin	 may retoke issue na eh.."
1	"mccoy	 elisse and mclisse fans/supporters... unite!!! ilayag ang pu"
1	miss ko na gumawa ng kawalwalang films with baebon
1	nabaliw na hahahah
1	nakakatuwa na until now.. pinipicturan ko padin sya.. hihihi
1	"nakita nga din kita tita pero di ko kayo nalapitan po! sayang	 next time po hehe"
1	namaste
1	napakaganda ng araw ngayon
1	na po
1	nasa bw si bibi girl ^_^ yayyy!
1	nasa lireo na si hagorn kasama ang bangkay ni deshna
1	nasa party din kasi sila viv and marco dba? pati ung ml?
1	nasa tabi tabi lang ms. con... hahaha marvoreefor londonbarriofiesta
1	nauna kasi si oscar. they asked him asan na si mccoy. sabi nagpa park. baka nakita nya si
1	next time mujhe bhi dena
1	ngitian mo lang
1	nice pans ! kissward parin sabi nga laban lang kasi . wag masyado mainipin haha
1	"okay kami ng suejo... pero di ko maintindihan kapag sa ibang fc for r2	 medyo hindi. may mali po ba samin? sueramirez"
1	"one of the best feeling	 maligo sa gabi.. haha.."
1	oo bes sila talaga yung main couple haha ps. lagyan mo hashtage bes
1	ou sya ang main guest kaya tiyak sya ang last performer. pero malay natin mabago http
1	pabigat na pabigat na ang mga eksena
1	pabili nga po ng yoongisitaw yoongikamote at realyoongi
1	"pag may hanash sila sabihin niyo	 kay zharm nila ikwento para cute"
1	pak ganern hahaha i love you
1	palaging magkasabay. buti nlng andyan kayo para palakasin yung puso namin
1	pansin ko lang dumadami na yung mga bisexuals.
1	pusuan sa ig fam ng megmag
1	ramdam ko sila kasi famgirl din ako pagbigyan niyo sila
1	random thread. hahaha. pordacount at fbf na rin sa tp ko with maichard. dtby salamataldenmaine
1	ready na para sa event bukas.. enjoy sweeties the best kayo
1	rt  ang ganda ng trailer! natatawa ako kay jennylyn mercado! hahahhaa -- thankyou
1	sabihin mo na kasi para hindi nagagalit. sabi ko naman sayo na andto lang kaming dalawa parati eh. pusongligaw wit
1	safe po kayo sa hahahaha handa niyo na lang po tyan niyo sa kakatawa sa gv
1	sa lahat ng may ayaw sakin! hi!
1	salamat po mclisse soononmyx
1	salamat sa team live the best kayo !! [pctto]
1	sana makalaya na ang kwatros kantos. miss ko na sila magsama sama. sila talaga ang pinoy f4. hehehehe
1	shet pakamatay na ko ahhaha magiging hrs akong dilat literal e
1	sige kau baka magpanic buying na wala na kaung maabutang shovels!its better to be early noh
1	sino pang online? kisses onkapamilyacaravan
1	sino pupunta sa saturday? taas paa!!!! weonlywant allencecilio
1	suka ang kuya mong taga eac hahahahaha salamat mga kaibigan!
1	super kilig hehehe kisses forkdramaremake
1	support na lng natin sila bc ang dalawa naun bes
1	sweet naman mag mommy
1	tama.. itag ko nga sya kisses captivatescdo
1	team kisses dagdagan ng likes
1	teaser. this sunday naaaa! ang kukulit!!! exciting!!
1	thanks bes! sa ig na ko magrereact. hehe. kisses kweenspiration
1	thanks kaka
1	thank u kung sino ka man po! haha
1	that's okay marusha
1	tralala
1	"trending on th spot! maraming salamat	 kapamilya! bukas po ulit!"
1	try kaya nating maging writers. grabe mga imagination natin sobrang lawak abot hanggang europa
1	update on yongkiss. ano kayang meron today? ctto
1	ure come come biya
1	wae saba rojaw daaa
1	"wag kame	 iba nalang. happy kame ngayon pero kung gusto mo sige pagbibigyan ka namen mclisse soononmyx"
1	wahhhh ayon kahit ano team basta maka punta at mapuno natin ang skydome!
1	walang anuman po basta kayo... love love love
1	"we love you maru	 isang pamilya tayo dito happy birthday maru"
1	wow! ang bongga! effort kung effort. team kissniel is love. anong ganap? kisses kweenspiration
1	wow nmn same tlga
1	"yes babe	 mamimiss kita o aking sinta "
1	"yes mahilig silang mag selfie	 on and off cam po lalo na with their fans pag mall show nila pwe"
1	yes po meron andun po sa page nakalagay ang available merch https//t
1	yung ngiting nwawala ang mata kisses mskaogmaturnover
0	 *le takes picture for remembrance* me hala ang pangit ko lianne hala oo nga ang pangit nga buti pa ko ma
0	 nyetaa
0	" si hernando yung perfect gay guy---guwapo	 mabait	 matalino	 level-headed	 magaling sa kama	 medyo awkward---yet hin"
0	" si hernando yung perfect gay guy---guwapo	 mabait	 matalino	 level-headed	 magaling sa kama	 medyo awkward---yet hin"
0	 sobra sana gawan rin ng story si jan
0	 spammy pakabait na tayo summertimewith mayward
0	 spammy pakabait na tayo summertimewith mayward
0	 spammy pakabait na tayo summertimewith mayward
0	 spammy pakabait na tayo summertimewith mayward
